ID,FECHA,ESTATUS,TRANSPORTADORA,GUIA,DEPARTAMENTO,CIUDAD DE DESTINO,TOTAL DE LA ORDEN,PRECIO FLETE,DIAS DE TRANSITO
74041485,2026-04-29,ENTREGADO,ENVIA,240051561485,META,VILLAVICENCIO,76600,10136,2
74040509,2026-05-13,ENTREGADO,COORDINADORA,240051560509,ATLANTICO,BARRANQUILLA,65400,20267,0
74042182,2026-05-06,EN REPARTO,ENVIA,240051562182,RISARALDA,PEREIRA,57700,12187,1
74040615,2026-05-05,ENTREGADO,SERVIENTREGA,240051560615,CUNDINAMARCA,BOGOTA,60600,14635,2
74040725,2026-05-09,ENTREGADO,ENVIA,240051560725,TOLIMA,IBAGUE,70100,15506,1
74042286,2026-05-09,EN REPARTO,ENVIA,240051562286,VALLE DEL CAUCA,CALI,72900,13152,1
74041907,2026-05-08,DEVOLUCION,TCC,240051561907,CUNDINAMARCA,BOGOTA,48300,14174,9
74042156,2026-05-11,TELEMERCADEO,INTERRAPIDISIMO,240051562156,CORDOBA,MONTERIA,48800,13030,1
74040275,2026-05-09,ENTREGADO,COORDINADORA,240051560275,TOLIMA,IBAGUE,78800,14277,1
74040027,2026-05-07,ENTREGADO,ENVIA,240051560027,RISARALDA,PEREIRA,47800,11590,0
74042140,2026-05-06,EN BODEGA TRANSPORTADORA,ENVIA,240051562140,HUILA,NEIVA,67700,23976,3
74041660,2026-05-11,ENTREGADO,ENVIA,240051561660,ANTIOQUIA,MEDELLIN,64400,13879,0
74040287,2026-05-02,ENTREGADO,TCC,240051560287,CALDAS,MANIZALES,50800,15167,1
74042300,2026-05-12,INTENTO DE ENTREGA,COORDINADORA,240051562300,NARIÑO,PASTO,64700,11722,1
74040627,2026-05-04,ENTREGADO,INTERRAPIDISIMO,240051560627,ATLANTICO,BARRANQUILLA,89300,12522,0
74040619,2026-05-04,ENTREGADO,ENVIA,240051560619,TOLIMA,IBAGUE,53300,19727,2
74041913,2026-05-05,DEVOLUCION,SERVIENTREGA,240051561913,MAGDALENA,SANTA MARTA,57500,13554,14
74042248,2026-05-11,EN PROCESAMIENTO,ENVIA,240051562248,MAGDALENA,SANTA MARTA,48900,13936,3
74040265,2026-05-10,ENTREGADO,SERVIENTREGA,240051560265,SANTANDER,BUCARAMANGA,62200,15227,2
74040535,2026-05-01,ENTREGADO,ENVIA,240051560535,VALLE DEL CAUCA,CALI,89300,16978,1
74041982,2026-05-04,NOVEDAD,ENVIA,240051561982,CALDAS,MANIZALES,50800,14691,9
74041213,2026-05-02,ENTREGADO,ENVIA,240051561213,CORDOBA,MONTERIA,85800,18378,2
74040753,2026-05-09,ENTREGADO,INTERRAPIDISIMO,240051560753,CUNDINAMARCA,BOGOTA,83400,12063,0
74040136,2026-05-03,ENTREGADO,TCC,240051560136,CALDAS,MANIZALES,63100,11961,0
74040480,2026-05-04,ENTREGADO,ENVIA,240051560480,CUNDINAMARCA,BOGOTA,97800,18165,0
74041293,2026-05-01,ENTREGADO,ENVIA,240051561293,CORDOBA,MONTERIA,82500,23385,0
74040791,2026-05-13,ENTREGADO,INTERRAPIDISIMO,240051560791,SANTANDER,BUCARAMANGA,70500,11873,1
74041948,2026-05-12,DEVOLUCION,INTERRAPIDISIMO,240051561948,MAGDALENA,SANTA MARTA,94800,22323,12
74042138,2026-05-01,DESPACHADA,INTERRAPIDISIMO,240051562138,META,VILLAVICENCIO,54300,21501,1
74041271,2026-05-09,ENTREGADO,COORDINADORA,240051561271,TOLIMA,IBAGUE,76600,11476,2
74040254,2026-05-06,ENTREGADO,SERVIENTREGA,240051560254,BOLIVAR,CARTAGENA,52600,11110,1
74040946,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560946,TOLIMA,IBAGUE,55400,23863,1
74040250,2026-05-07,ENTREGADO,COORDINADORA,240051560250,VALLE DEL CAUCA,CALI,86300,20954,0
74040338,2026-04-29,ENTREGADO,COORDINADORA,240051560338,CORDOBA,MONTERIA,72400,11992,2
74040255,2026-05-11,ENTREGADO,COORDINADORA,240051560255,TOLIMA,IBAGUE,94500,13304,0
74040630,2026-05-03,ENTREGADO,SERVIENTREGA,240051560630,MAGDALENA,SANTA MARTA,79200,21184,1
74041554,2026-05-09,ENTREGADO,COORDINADORA,240051561554,NARIÑO,PASTO,93800,18350,2
74042106,2026-04-30,EN REPARTO,TCC,240051562106,SANTANDER,BUCARAMANGA,83600,17545,2
74042238,2026-05-04,EN REEXPEDICION,ENVIA,240051562238,RISARALDA,PEREIRA,80000,42980,1
74041284,2026-05-05,ENTREGADO,TCC,240051561284,HUILA,NEIVA,50700,14431,1
74041034,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051561034,VALLE DEL CAUCA,CALI,62900,19492,1
74042058,2026-04-28,EN BODEGA TRANSPORTADORA,ENVIA,240051562058,NARIÑO,PASTO,93800,15827,2
74040781,2026-05-06,ENTREGADO,SERVIENTREGA,240051560781,META,VILLAVICENCIO,61200,12804,2
74040462,2026-05-03,ENTREGADO,TCC,240051560462,NARIÑO,PASTO,96600,23819,2
74040352,2026-05-06,ENTREGADO,SERVIENTREGA,240051560352,ATLANTICO,BARRANQUILLA,68100,16164,1
74041059,2026-05-04,ENTREGADO,ENVIA,240051561059,BOLIVAR,CARTAGENA,70600,18829,1
74042177,2026-05-07,EN BODEGA DESTINO,SERVIENTREGA,240051562177,ATLANTICO,BARRANQUILLA,48600,13505,1
74041053,2026-05-03,ENTREGADO,COORDINADORA,240051561053,TOLIMA,IBAGUE,65000,13833,2
74041493,2026-05-01,ENTREGADO,TCC,240051561493,SANTANDER,BUCARAMANGA,80200,12766,0
74042307,2026-05-07,EN REEXPEDICION,ENVIA,240051562307,TOLIMA,IBAGUE,69900,41333,3
74041604,2026-05-11,ENTREGADO,INTERRAPIDISIMO,240051561604,RISARALDA,PEREIRA,69600,20707,0
74040773,2026-05-01,ENTREGADO,TCC,240051560773,HUILA,NEIVA,54900,23666,0
74041739,2026-05-05,DEVOLUCION,ENVIA,240051561739,BOLIVAR,CARTAGENA,92600,10312,8
74042164,2026-05-04,DESPACHADA,TCC,240051562164,META,VILLAVICENCIO,82400,21108,1
74041666,2026-05-03,ENTREGADO,SERVIENTREGA,240051561666,ANTIOQUIA,MEDELLIN,52600,20328,0
74042309,2026-05-10,EN BODEGA ORIGEN,ENVIA,240051562309,NARIÑO,PASTO,63600,18802,3
74040114,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560114,META,VILLAVICENCIO,81200,23739,1
74040081,2026-04-28,ENTREGADO,SERVIENTREGA,240051560081,TOLIMA,IBAGUE,71500,16480,0
74041951,2026-05-01,DEVOLUCION,SERVIENTREGA,240051561951,CUNDINAMARCA,BOGOTA,64800,17361,12
74042016,2026-04-30,RECLAME EN OFICINA,COORDINADORA,240051562016,CALDAS,MANIZALES,95300,10787,11
74041077,2026-05-06,ENTREGADO,SERVIENTREGA,240051561077,META,VILLAVICENCIO,45800,22833,1
74040283,2026-05-05,ENTREGADO,TCC,240051560283,BOLIVAR,CARTAGENA,45300,20606,1
74040173,2026-05-04,ENTREGADO,SERVIENTREGA,240051560173,NARIÑO,PASTO,58500,10308,1
74042265,2026-04-30,EN BODEGA ORIGEN,ENVIA,240051562265,ANTIOQUIA,MEDELLIN,55300,21049,1
74041646,2026-05-07,ENTREGADO,COORDINADORA,240051561646,RISARALDA,PEREIRA,92500,23207,1
74041066,2026-04-30,ENTREGADO,SERVIENTREGA,240051561066,CUNDINAMARCA,BOGOTA,96400,14555,1
74042172,2026-05-09,EN BODEGA ORIGEN,ENVIA,240051562172,NARIÑO,PASTO,48100,19698,1
74041106,2026-05-07,ENTREGADO,ENVIA,240051561106,CORDOBA,MONTERIA,62300,13493,0
74040229,2026-05-12,ENTREGADO,TCC,240051560229,ANTIOQUIA,MEDELLIN,65800,15254,0
74041112,2026-05-07,ENTREGADO,SERVIENTREGA,240051561112,CUNDINAMARCA,BOGOTA,55700,16492,1
74040802,2026-05-04,ENTREGADO,SERVIENTREGA,240051560802,CALDAS,MANIZALES,98800,20968,1
74041856,2026-05-04,DEVOLUCION,ENVIA,240051561856,MAGDALENA,SANTA MARTA,57500,11981,7
74040225,2026-05-10,ENTREGADO,COORDINADORA,240051560225,MAGDALENA,SANTA MARTA,71000,16935,1
74041181,2026-05-06,ENTREGADO,ENVIA,240051561181,SANTANDER,BUCARAMANGA,51200,13845,2
74042061,2026-05-06,EN BODEGA DESTINO,ENVIA,240051562061,HUILA,NEIVA,78900,13898,2
74041640,2026-05-08,ENTREGADO,ENVIA,240051561640,META,VILLAVICENCIO,66200,22233,1
74040573,2026-05-03,ENTREGADO,TCC,240051560573,CUNDINAMARCA,BOGOTA,72300,11795,1
74041740,2026-05-11,DEVOLUCION,ENVIA,240051561740,ANTIOQUIA,MEDELLIN,80200,23622,9
74041157,2026-05-08,ENTREGADO,ENVIA,240051561157,CALDAS,MANIZALES,56500,15025,2
74040917,2026-05-03,ENTREGADO,COORDINADORA,240051560917,VALLE DEL CAUCA,CALI,71400,20800,0
74041632,2026-05-01,ENTREGADO,ENVIA,240051561632,BOLIVAR,CARTAGENA,45900,19446,0
74041432,2026-05-08,ENTREGADO,COORDINADORA,240051561432,ATLANTICO,BARRANQUILLA,60700,13928,1
74040923,2026-05-07,ENTREGADO,ENVIA,240051560923,CUNDINAMARCA,BOGOTA,58100,20149,1
74041292,2026-05-06,ENTREGADO,INTERRAPIDISIMO,240051561292,HUILA,NEIVA,91700,21031,2
74040739,2026-05-04,ENTREGADO,INTERRAPIDISIMO,240051560739,VALLE DEL CAUCA,CALI,54300,20875,1
74040576,2026-05-05,ENTREGADO,TCC,240051560576,META,VILLAVICENCIO,48700,10701,0
74041816,2026-05-11,DEVOLUCION,INTERRAPIDISIMO,240051561816,CUNDINAMARCA,BOGOTA,86100,14168,12
74040180,2026-05-10,ENTREGADO,INTERRAPIDISIMO,240051560180,CUNDINAMARCA,BOGOTA,97100,22278,2
74041228,2026-05-03,ENTREGADO,ENVIA,240051561228,META,VILLAVICENCIO,51100,20303,1
74040543,2026-05-06,ENTREGADO,SERVIENTREGA,240051560543,TOLIMA,IBAGUE,86500,13616,1
74041652,2026-05-06,ENTREGADO,COORDINADORA,240051561652,HUILA,NEIVA,94600,21122,0
74040566,2026-05-11,ENTREGADO,COORDINADORA,240051560566,HUILA,NEIVA,80100,13461,2
74042234,2026-05-11,EN BODEGA DESTINO,ENVIA,240051562234,VALLE DEL CAUCA,CALI,56000,17663,3
74041413,2026-05-12,ENTREGADO,TCC,240051561413,CUNDINAMARCA,BOGOTA,52300,10583,1
74040011,2026-05-06,ENTREGADO,COORDINADORA,240051560011,VALLE DEL CAUCA,CALI,53800,21753,1
74042126,2026-04-28,EN REPARTO,SERVIENTREGA,240051562126,RISARALDA,PEREIRA,58000,16622,2
74040517,2026-05-07,ENTREGADO,TCC,240051560517,SANTANDER,BUCARAMANGA,62900,16915,2
74040035,2026-05-03,ENTREGADO,COORDINADORA,240051560035,CALDAS,MANIZALES,57700,15225,0
74040258,2026-05-02,ENTREGADO,COORDINADORA,240051560258,SANTANDER,BUCARAMANGA,49700,20468,1
74041039,2026-05-09,ENTREGADO,SERVIENTREGA,240051561039,RISARALDA,PEREIRA,98500,10844,1
74041937,2026-05-09,DEVOLUCION,ENVIA,240051561937,CUNDINAMARCA,BOGOTA,65800,20262,14
74041844,2026-05-05,DEVOLUCION,ENVIA,240051561844,SANTANDER,BUCARAMANGA,86600,19740,11
74040814,2026-05-06,ENTREGADO,ENVIA,240051560814,RISARALDA,PEREIRA,71700,10869,1
74042327,2026-05-09,EN BODEGA DESTINO,ENVIA,240051562327,SANTANDER,BUCARAMANGA,52600,22203,2
74041438,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051561438,BOLIVAR,CARTAGENA,87600,16232,1
74040895,2026-05-12,ENTREGADO,TCC,240051560895,MAGDALENA,SANTA MARTA,59600,18306,1
74040012,2026-05-12,ENTREGADO,ENVIA,240051560012,ANTIOQUIA,MEDELLIN,82800,23424,0
74040577,2026-05-06,ENTREGADO,TCC,240051560577,MAGDALENA,SANTA MARTA,83200,11200,1
74040220,2026-05-13,ENTREGADO,ENVIA,240051560220,HUILA,NEIVA,85000,13044,2
74040151,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560151,ANTIOQUIA,MEDELLIN,56900,18837,1
74042221,2026-05-06,DESPACHADA,TCC,240051562221,SANTANDER,BUCARAMANGA,94800,17385,3
74040213,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051560213,CALDAS,MANIZALES,73600,17690,0
74041061,2026-04-29,ENTREGADO,TCC,240051561061,MAGDALENA,SANTA MARTA,94100,23045,2
74040440,2026-05-02,ENTREGADO,SERVIENTREGA,240051560440,CUNDINAMARCA,BOGOTA,81400,12207,2
74040314,2026-05-09,ENTREGADO,SERVIENTREGA,240051560314,TOLIMA,IBAGUE,46700,23110,2
74042167,2026-05-05,EN BODEGA ORIGEN,ENVIA,240051562167,CUNDINAMARCA,BOGOTA,89000,21591,1
74041669,2026-04-30,ENTREGADO,COORDINADORA,240051561669,SANTANDER,BUCARAMANGA,95400,19672,2
74040518,2026-05-04,ENTREGADO,SERVIENTREGA,240051560518,SANTANDER,BUCARAMANGA,45300,12985,2
74040559,2026-05-08,ENTREGADO,SERVIENTREGA,240051560559,CUNDINAMARCA,BOGOTA,52000,19742,1
74042055,2026-05-05,TELEMERCADEO,ENVIA,240051562055,SANTANDER,BUCARAMANGA,51900,10401,2
74042056,2026-05-02,CITA PROGRAMADA,INTERRAPIDISIMO,240051562056,SANTANDER,BUCARAMANGA,87900,41046,3
74041227,2026-05-05,ENTREGADO,TCC,240051561227,SANTANDER,BUCARAMANGA,64300,15143,0
74040146,2026-05-03,ENTREGADO,COORDINADORA,240051560146,BOLIVAR,CARTAGENA,67700,15685,1
74041268,2026-05-05,ENTREGADO,ENVIA,240051561268,NARIÑO,PASTO,83400,23391,2
74040967,2026-05-05,ENTREGADO,ENVIA,240051560967,MAGDALENA,SANTA MARTA,60000,13715,0
74041474,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051561474,TOLIMA,IBAGUE,86100,21912,0
74042141,2026-05-05,CITA PROGRAMADA,ENVIA,240051562141,ATLANTICO,BARRANQUILLA,85900,39032,3
74040206,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051560206,TOLIMA,IBAGUE,90200,20931,2
74041680,2026-05-04,ENTREGADO,SERVIENTREGA,240051561680,NARIÑO,PASTO,77200,13578,0
74042087,2026-05-01,TELEMERCADEO,SERVIENTREGA,240051562087,VALLE DEL CAUCA,CALI,59900,21293,1
74040553,2026-05-06,ENTREGADO,SERVIENTREGA,240051560553,CUNDINAMARCA,BOGOTA,85000,17020,2
74040712,2026-05-03,ENTREGADO,TCC,240051560712,MAGDALENA,SANTA MARTA,59200,13685,2
74040996,2026-05-09,ENTREGADO,SERVIENTREGA,240051560996,CORDOBA,MONTERIA,69300,19738,1
74041579,2026-05-07,ENTREGADO,SERVIENTREGA,240051561579,BOLIVAR,CARTAGENA,51900,23766,2
74041611,2026-05-04,ENTREGADO,SERVIENTREGA,240051561611,ANTIOQUIA,MEDELLIN,79800,21913,0
74041663,2026-05-01,ENTREGADO,SERVIENTREGA,240051561663,NARIÑO,PASTO,57200,11086,0
74042131,2026-05-03,EN BODEGA DESTINO,ENVIA,240051562131,ATLANTICO,BARRANQUILLA,71800,13857,3
74040595,2026-05-10,ENTREGADO,TCC,240051560595,BOLIVAR,CARTAGENA,90800,18575,2
74040505,2026-05-07,ENTREGADO,ENVIA,240051560505,CORDOBA,MONTERIA,58600,19207,1
74042118,2026-05-01,EN BODEGA ORIGEN,ENVIA,240051562118,CALDAS,MANIZALES,62600,17705,1
74042272,2026-05-03,DESPACHADA,ENVIA,240051562272,BOLIVAR,CARTAGENA,62100,21930,1
74041261,2026-05-03,ENTREGADO,ENVIA,240051561261,NARIÑO,PASTO,45900,23527,1
74040866,2026-05-04,ENTREGADO,COORDINADORA,240051560866,SANTANDER,BUCARAMANGA,73900,22504,2
74040017,2026-05-08,ENTREGADO,TCC,240051560017,HUILA,NEIVA,96200,23933,2
74041314,2026-05-05,ENTREGADO,ENVIA,240051561314,RISARALDA,PEREIRA,80900,18378,1
74040397,2026-05-06,ENTREGADO,COORDINADORA,240051560397,CORDOBA,MONTERIA,71700,19722,1
74041824,2026-05-04,DEVOLUCION,SERVIENTREGA,240051561824,CUNDINAMARCA,BOGOTA,46700,14760,9
74041706,2026-05-06,ENTREGADO,COORDINADORA,240051561706,TOLIMA,IBAGUE,47700,15996,0
74042152,2026-05-02,DESPACHADA,ENVIA,240051562152,BOLIVAR,CARTAGENA,56500,10185,2
74041940,2026-05-05,DEVOLUCION,COORDINADORA,240051561940,CUNDINAMARCA,BOGOTA,52800,18563,12
74040528,2026-05-15,ENTREGADO,INTERRAPIDISIMO,240051560528,HUILA,NEIVA,79400,11905,0
74041152,2026-05-12,ENTREGADO,TCC,240051561152,CUNDINAMARCA,BOGOTA,97200,14664,1
74040529,2026-05-10,ENTREGADO,ENVIA,240051560529,MAGDALENA,SANTA MARTA,45800,15372,2
74040590,2026-05-04,ENTREGADO,SERVIENTREGA,240051560590,MAGDALENA,SANTA MARTA,98300,22152,0
74040991,2026-05-04,ENTREGADO,COORDINADORA,240051560991,CUNDINAMARCA,BOGOTA,51200,18098,2
74040041,2026-05-01,ENTREGADO,COORDINADORA,240051560041,VALLE DEL CAUCA,CALI,94500,16842,2
74041362,2026-05-08,ENTREGADO,INTERRAPIDISIMO,240051561362,CORDOBA,MONTERIA,60100,18706,0
74040572,2026-05-11,ENTREGADO,COORDINADORA,240051560572,RISARALDA,PEREIRA,50900,22160,1
74041858,2026-05-03,DEVOLUCION,ENVIA,240051561858,ATLANTICO,BARRANQUILLA,57500,10259,10
74041891,2026-05-11,DEVOLUCION,COORDINADORA,240051561891,CUNDINAMARCA,BOGOTA,90000,17636,2
74040578,2026-05-01,ENTREGADO,COORDINADORA,240051560578,MAGDALENA,SANTA MARTA,66600,13679,1
74041566,2026-05-07,ENTREGADO,ENVIA,240051561566,VALLE DEL CAUCA,CALI,72700,19082,0
74041282,2026-05-07,ENTREGADO,ENVIA,240051561282,ATLANTICO,BARRANQUILLA,65600,14977,2
74042145,2026-05-11,EN BODEGA TRANSPORTADORA,ENVIA,240051562145,BOLIVAR,CARTAGENA,54400,20661,2
74041138,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051561138,ANTIOQUIA,MEDELLIN,47400,23479,1
74040467,2026-05-09,ENTREGADO,ENVIA,240051560467,NARIÑO,PASTO,45400,23237,2
74040445,2026-05-07,ENTREGADO,TCC,240051560445,CALDAS,MANIZALES,83600,22226,0
74040162,2026-05-04,ENTREGADO,ENVIA,240051560162,HUILA,NEIVA,75000,19679,2
74041089,2026-05-08,ENTREGADO,ENVIA,240051561089,HUILA,NEIVA,70300,13500,2
74042074,2026-05-09,INTENTO DE ENTREGA,ENVIA,240051562074,BOLIVAR,CARTAGENA,51400,22935,3
74042161,2026-05-06,EN PROCESAMIENTO,ENVIA,240051562161,MAGDALENA,SANTA MARTA,53100,10311,1
74042147,2026-05-12,EN PROCESAMIENTO,TCC,240051562147,BOLIVAR,CARTAGENA,88400,14397,2
74040715,2026-05-08,ENTREGADO,ENVIA,240051560715,CALDAS,MANIZALES,63700,13428,2
74040158,2026-05-08,ENTREGADO,COORDINADORA,240051560158,ANTIOQUIA,MEDELLIN,48100,17314,2
74040452,2026-05-07,ENTREGADO,COORDINADORA,240051560452,VALLE DEL CAUCA,CALI,95600,15204,0
74041475,2026-05-05,ENTREGADO,INTERRAPIDISIMO,240051561475,CALDAS,MANIZALES,80000,13636,0
74040253,2026-05-05,ENTREGADO,COORDINADORA,240051560253,CUNDINAMARCA,BOGOTA,58200,20079,0
74040795,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051560795,META,VILLAVICENCIO,68200,10582,1
74042226,2026-05-07,EN BODEGA ORIGEN,ENVIA,240051562226,ATLANTICO,BARRANQUILLA,61500,14509,3
74041276,2026-05-04,ENTREGADO,SERVIENTREGA,240051561276,HUILA,NEIVA,61400,16540,2
74040239,2026-05-11,ENTREGADO,ENVIA,240051560239,HUILA,NEIVA,50000,22492,2
74040947,2026-05-05,ENTREGADO,ENVIA,240051560947,CALDAS,MANIZALES,71700,18482,2
74040926,2026-05-08,ENTREGADO,TCC,240051560926,MAGDALENA,SANTA MARTA,92700,17975,1
74041321,2026-05-11,ENTREGADO,SERVIENTREGA,240051561321,TOLIMA,IBAGUE,55700,18391,0
74040079,2026-04-30,ENTREGADO,COORDINADORA,240051560079,NARIÑO,PASTO,45200,17283,2
74041634,2026-05-09,ENTREGADO,TCC,240051561634,NARIÑO,PASTO,99100,14298,1
74040204,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051560204,CORDOBA,MONTERIA,46100,19183,0
74041425,2026-05-10,ENTREGADO,ENVIA,240051561425,CORDOBA,MONTERIA,86500,13718,0
74040704,2026-05-13,ENTREGADO,ENVIA,240051560704,TOLIMA,IBAGUE,71900,21444,0
74041702,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051561702,NARIÑO,PASTO,77400,14270,1
74042052,2026-05-06,DESPACHADA,COORDINADORA,240051562052,NARIÑO,PASTO,90000,21732,1
74041995,2026-05-02,NOVEDAD,ENVIA,240051561995,NARIÑO,PASTO,80700,18855,3
74042249,2026-05-06,TELEMERCADEO,SERVIENTREGA,240051562249,MAGDALENA,SANTA MARTA,98300,15715,2
74041162,2026-05-04,ENTREGADO,COORDINADORA,240051561162,ATLANTICO,BARRANQUILLA,55200,10498,2
74040360,2026-05-05,ENTREGADO,ENVIA,240051560360,MAGDALENA,SANTA MARTA,70700,10945,1
74041329,2026-05-07,ENTREGADO,INTERRAPIDISIMO,240051561329,NARIÑO,PASTO,79300,12407,2
74040320,2026-05-15,ENTREGADO,SERVIENTREGA,240051560320,CORDOBA,MONTERIA,92400,10753,0
74041992,2026-05-05,EN ESPERA DE RX,ENVIA,240051561992,ATLANTICO,BARRANQUILLA,91300,15367,14
74041686,2026-05-04,ENTREGADO,COORDINADORA,240051561686,TOLIMA,IBAGUE,55200,16063,2
74042078,2026-05-03,CITA PROGRAMADA,ENVIA,240051562078,NARIÑO,PASTO,63200,37932,3
74040832,2026-05-14,ENTREGADO,INTERRAPIDISIMO,240051560832,CALDAS,MANIZALES,66200,21652,2
74040131,2026-05-04,ENTREGADO,ENVIA,240051560131,VALLE DEL CAUCA,CALI,77200,12576,0
74040861,2026-05-11,ENTREGADO,SERVIENTREGA,240051560861,TOLIMA,IBAGUE,53900,16657,2
74041600,2026-05-13,ENTREGADO,TCC,240051561600,CORDOBA,MONTERIA,53800,13129,0
74040216,2026-04-28,ENTREGADO,TCC,240051560216,ATLANTICO,BARRANQUILLA,56100,11710,0
74042028,2026-05-05,NOVEDAD,ENVIA,240051562028,BOLIVAR,CARTAGENA,56700,22180,5
74041248,2026-05-01,ENTREGADO,COORDINADORA,240051561248,RISARALDA,PEREIRA,56900,18691,0
74040006,2026-04-28,ENTREGADO,SERVIENTREGA,240051560006,NARIÑO,PASTO,72400,16022,1
74041086,2026-04-28,ENTREGADO,INTERRAPIDISIMO,240051561086,BOLIVAR,CARTAGENA,96800,10391,0
74040192,2026-05-08,ENTREGADO,SERVIENTREGA,240051560192,VALLE DEL CAUCA,CALI,76300,11531,0
74042230,2026-05-10,EN PROCESAMIENTO,COORDINADORA,240051562230,RISARALDA,PEREIRA,52000,15906,3
74040210,2026-05-10,ENTREGADO,ENVIA,240051560210,CUNDINAMARCA,BOGOTA,75500,13708,0
74041975,2026-05-12,NOVEDAD,TCC,240051561975,VALLE DEL CAUCA,CALI,73800,15556,5
74040850,2026-05-09,ENTREGADO,SERVIENTREGA,240051560850,NARIÑO,PASTO,51500,23019,2
74042092,2026-05-05,EN BODEGA DESTINO,SERVIENTREGA,240051562092,META,VILLAVICENCIO,89900,16641,2
74040636,2026-05-07,ENTREGADO,COORDINADORA,240051560636,TOLIMA,IBAGUE,77800,16543,1
74040721,2026-05-12,ENTREGADO,SERVIENTREGA,240051560721,BOLIVAR,CARTAGENA,83300,13848,1
74041409,2026-05-08,ENTREGADO,SERVIENTREGA,240051561409,ATLANTICO,BARRANQUILLA,70700,20812,0
74040260,2026-05-02,ENTREGADO,INTERRAPIDISIMO,240051560260,TOLIMA,IBAGUE,82600,11069,2
74040645,2026-04-30,ENTREGADO,INTERRAPIDISIMO,240051560645,NARIÑO,PASTO,96100,17399,1
74041993,2026-05-06,NOVEDAD,INTERRAPIDISIMO,240051561993,ATLANTICO,BARRANQUILLA,89100,11032,12
74041659,2026-05-04,ENTREGADO,ENVIA,240051561659,CALDAS,MANIZALES,78900,20472,0
74040676,2026-05-11,ENTREGADO,TCC,240051560676,NARIÑO,PASTO,75400,12610,2
74041558,2026-05-13,ENTREGADO,TCC,240051561558,META,VILLAVICENCIO,89400,12577,2
74041988,2026-05-11,RECLAME EN OFICINA,INTERRAPIDISIMO,240051561988,HUILA,NEIVA,47300,23254,12
74040883,2026-05-03,ENTREGADO,ENVIA,240051560883,CALDAS,MANIZALES,47700,15138,1
74040884,2026-05-11,ENTREGADO,ENVIA,240051560884,META,VILLAVICENCIO,81000,12961,1
74041996,2026-05-06,NOVEDAD,ENVIA,240051561996,BOLIVAR,CARTAGENA,68200,22730,1
74041148,2026-05-05,ENTREGADO,COORDINADORA,240051561148,TOLIMA,IBAGUE,51200,12897,2
74041736,2026-05-07,DEVOLUCION,COORDINADORA,240051561736,CUNDINAMARCA,BOGOTA,72600,12116,1
74041205,2026-04-28,ENTREGADO,COORDINADORA,240051561205,CALDAS,MANIZALES,62400,20222,2
74041175,2026-05-04,ENTREGADO,ENVIA,240051561175,CALDAS,MANIZALES,96100,18126,2
74041582,2026-05-04,ENTREGADO,COORDINADORA,240051561582,BOLIVAR,CARTAGENA,85100,10841,2
74042035,2026-05-05,NOVEDAD,COORDINADORA,240051562035,NARIÑO,PASTO,49900,11981,4
74041636,2026-05-12,ENTREGADO,COORDINADORA,240051561636,CALDAS,MANIZALES,97400,23721,0
74041074,2026-05-11,ENTREGADO,COORDINADORA,240051561074,BOLIVAR,CARTAGENA,86300,10788,1
74040835,2026-04-29,ENTREGADO,TCC,240051560835,ATLANTICO,BARRANQUILLA,91700,13510,0
74040470,2026-05-05,ENTREGADO,SERVIENTREGA,240051560470,VALLE DEL CAUCA,CALI,75200,11719,1
74040966,2026-05-07,ENTREGADO,ENVIA,240051560966,TOLIMA,IBAGUE,91200,20892,0
74041009,2026-05-06,ENTREGADO,INTERRAPIDISIMO,240051561009,CUNDINAMARCA,BOGOTA,46300,12069,0
74041537,2026-05-09,ENTREGADO,COORDINADORA,240051561537,CALDAS,MANIZALES,69900,16998,2
74041794,2026-05-01,DEVOLUCION,ENVIA,240051561794,CUNDINAMARCA,BOGOTA,62500,18765,4
74042110,2026-05-14,EN BODEGA TRANSPORTADORA,ENVIA,240051562110,HUILA,NEIVA,82800,10116,3
74040494,2026-05-04,ENTREGADO,SERVIENTREGA,240051560494,NARIÑO,PASTO,83100,18956,1
74041117,2026-05-03,ENTREGADO,TCC,240051561117,MAGDALENA,SANTA MARTA,64100,11211,1
74041588,2026-05-10,ENTREGADO,SERVIENTREGA,240051561588,ANTIOQUIA,MEDELLIN,75900,19993,1
74042027,2026-05-07,RECLAME EN OFICINA,TCC,240051562027,HUILA,NEIVA,83900,18894,14
74041035,2026-05-03,ENTREGADO,INTERRAPIDISIMO,240051561035,SANTANDER,BUCARAMANGA,71000,18019,0
74042185,2026-05-02,DESPACHADA,TCC,240051562185,SANTANDER,BUCARAMANGA,97900,17017,1
