ID,FECHA,ESTATUS,TRANSPORTADORA,NÚMERO GUIA,DEPARTAMENTO DESTINO,CIUDAD DESTINO,VALOR DE COMPRA EN PRODUCTOS,GANANCIA,TOTAL EN PRECIOS DE PROVEEDOR,PRECIO FLETE,COSTO DEVOLUCION FLETE,FECHA DE ÚLTIMO MOVIMIENTO,NOVEDAD,CATEGORÍAS
4487774,30-10-2025,DEVOLUCION,STARKEN,256296071,VALPARAISO,CARTAGENA,26990,,7000,7092.4,7092.4,30-10-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4487392,30-10-2025,DEVOLUCION,STARKEN,256278093,BIO - BIO,CORONEL,28900,,7990,6842.5,6842.5,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4485749,29-10-2025,ENTREGADO,STARKEN,256278132,METROPOLITANA DE SANTIAGO,SANTIAGO,43350,21896,15980,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4483264,29-10-2025,ENTREGADO,STARKEN,256278272,METROPOLITANA DE SANTIAGO,RECOLETA,28900,15436,7990,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4482498,29-10-2025,DEVOLUCION,VELOCES,V4001741329,METROPOLITANA DE SANTIAGO,PUENTE ALTO,43350,,15980,5355,0,13-11-2025,,"Moda, Belleza, Otro"
4481526,29-10-2025,ENTREGADO,STARKEN,256278434,METROPOLITANA DE SANTIAGO,LA GRANJA,28900,15436,7990,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4480828,29-10-2025,ENTREGADO,STARKEN,256297093,COQUIMBO,VICUNA,26990,13207,7000,6783,0,30-10-2025,,"Salud, Bienestar"
4480773,29-10-2025,DEVOLUCION,STARKEN,256278452,VALPARAISO,LA LIGUA,28900,,7990,6426,6426,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4480614,29-10-2025,DEVOLUCION,STARKEN,256346657,VALPARAISO,LA LIGUA,28900,,7990,6426,6426,03-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4479974,29-10-2025,ENTREGADO,STARKEN,256278699,COQUIMBO,LA SERENA,28900,14127,7990,6783,0,30-10-2025,,"Moda, Belleza, Otro"
4479071,29-10-2025,DEVOLUCION,STARKEN,256278791,METROPOLITANA DE SANTIAGO,PUDAHUEL,28900,,7990,5474,5474,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4479000,29-10-2025,CANCELADO,STARKEN,,VALPARAISO,VALPARAISO,28900,,7990,6426,0,29-10-2025,,"Moda, Belleza, Otro"
4478419,29-10-2025,ENTREGADO,STARKEN,256278804,METROPOLITANA DE SANTIAGO,SAN BERNARDO,43350,21896,15980,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4478282,29-10-2025,ENTREGADO,STARKEN,256278810,METROPOLITANA DE SANTIAGO,PENAFLOR,28900,14960,7990,5950,0,30-10-2025,,"Moda, Belleza, Otro"
4477973,29-10-2025,ENTREGADO,STARKEN,256278893,METROPOLITANA DE SANTIAGO,LA PINTANA,28900,15436,7990,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4477765,29-10-2025,DEVOLUCION,STARKEN,256278897,ANTOFAGASTA,CALAMA,28900,,7990,7259,7259,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4477120,28-10-2025,EN TRANSITO,STARKEN,256278940,METROPOLITANA DE SANTIAGO,MACUL,28900,,7990,5474,0,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4476081,28-10-2025,ENTREGADO,STARKEN,256204896,METROPOLITANA DE SANTIAGO,MAIPU,28900,15436,7990,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4475361,28-10-2025,DEVOLUCION,STARKEN,256278963,LIBERTADOR GENERAL BERNARDO O`HIGGINS,RANCAGUA,28900,,7990,6426,6426,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4475349,28-10-2025,DEVOLUCION,STARKEN,256459540,LIBERTADOR GENERAL BERNARDO O`HIGGINS,RANCAGUA,43350,,15980,6426,6426,03-11-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4475241,28-10-2025,ENTREGADO,STARKEN,256204960,ARAUCANIA,VILLARRICA,28900,14067.5,7990,6842.5,0,30-10-2025,,"Moda, Belleza, Otro"
4474910,28-10-2025,DEVOLUCION,STARKEN,256204972,ANTOFAGASTA,ANTOFAGASTA,28900,,7990,7259,7259,29-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4474831,28-10-2025,ENTREGADO,STARKEN,256204977,METROPOLITANA DE SANTIAGO,PUDAHUEL,28900,15436,7990,5474,0,30-10-2025,,"Moda, Belleza, Otro"
4472970,28-10-2025,PENDIENTE CONFIRMACION,STARKEN,,ATACAMA,COPIAPO,28900,,7990,6783,0,28-10-2025,,"Moda, Belleza, Otro"
4471349,28-10-2025,DEVOLUCION,STARKEN,256205234,LOS LAGOS,OSORNO,43350,,15980,6842.5,6842.5,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4470243,28-10-2025,DEVOLUCION,STARKEN,256205266,VALPARAISO,CONCON,28900,,7990,6426,6426,29-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4470237,28-10-2025,DEVOLUCION,STARKEN,256205444,VALPARAISO,CONCON,28900,,7990,6426,6426,29-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4470234,28-10-2025,CANCELADO,STARKEN,,VALPARAISO,CONCON,43350,,15980,6426,0,28-10-2025,,"Moda, Belleza, Otro"
4470167,28-10-2025,DEVOLUCION,STARKEN,256205318,ARAUCANIA,TEMUCO,43350,,15980,6842.5,6842.5,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4470155,28-10-2025,ENTREGADO,STARKEN,256205324,VALPARAISO,QUINTERO,28900,13817.6,7990,7092.4,0,30-10-2025,,"Moda, Belleza, Otro"
4470077,28-10-2025,ENTREGADO,STARKEN,256205333,METROPOLITANA DE SANTIAGO,PADRE HURTADO,28900,14960,7990,5950,0,30-10-2025,,"Moda, Belleza, Otro"
4469314,27-10-2025,ENTREGADO,STARKEN,256223605,VALPARAISO,QUILLOTA,26990,13564,7000,6426,0,29-10-2025,,"Salud, Bienestar"
4468126,27-10-2025,ENTREGADO,STARKEN,256128170,COQUIMBO,LA SERENA,28900,14127,7990,6783,0,28-10-2025,,"Moda, Belleza, Otro"
4467929,27-10-2025,DEVOLUCION,STARKEN,256128197,METROPOLITANA DE SANTIAGO,PAINE,20990,,3900,5950,5950,28-10-2025,DIRECCION INCORRECTA,"Cocina, Hogar, Otro"
4467388,27-10-2025,ENTREGADO,STARKEN,256128238,METROPOLITANA DE SANTIAGO,PAINE,43350,21420,15980,5950,0,28-10-2025,,"Moda, Belleza, Otro"
4466971,27-10-2025,DEVOLUCION,STARKEN,256128323,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,43350,,15980,5474,5474,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4466833,27-10-2025,ENTREGADO,STARKEN,256128355,LOS LAGOS,ANCUD,20990,10247.5,3900,6842.5,0,28-10-2025,,"Cocina, Hogar, Otro"
4466517,27-10-2025,CANCELADO,STARKEN,,ARAUCANIA,RENAICO,53980,,21000,8722.7,0,27-10-2025,,"Salud, Bienestar"
4466373,27-10-2025,ENTREGADO,STARKEN,256128464,ANTOFAGASTA,ANTOFAGASTA,28900,13651,7990,7259,0,28-10-2025,,"Moda, Belleza, Otro"
4465986,27-10-2025,ENTREGADO,STARKEN,256128578,METROPOLITANA DE SANTIAGO,SAN BERNARDO,20990,11616,3900,5474,0,28-10-2025,,"Cocina, Hogar, Otro"
4463560,27-10-2025,DEVOLUCION,STARKEN,256128712,LOS LAGOS,CALBUCO,28900,,7990,6842.5,6842.5,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4462889,27-10-2025,ENTREGADO,STARKEN,256128749,ARAUCANIA,TEMUCO,28900,14067.5,7990,6842.5,0,28-10-2025,,"Moda, Belleza, Otro"
4462456,27-10-2025,DEVOLUCION,STARKEN,256205464,VALPARAISO,EL TABO,43350,,15980,7092.4,7092.4,29-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4462302,27-10-2025,ENTREGADO,STARKEN,256128753,METROPOLITANA DE SANTIAGO,PUDAHUEL,28900,15436,7990,5474,0,28-10-2025,,"Moda, Belleza, Otro"
4462265,27-10-2025,DEVOLUCION,STARKEN,256128769,METROPOLITANA DE SANTIAGO,CURACAVI,28900,,7990,5950,5950,28-10-2025,DIRECCION INCORRECTA,"Moda, Belleza, Otro"
4461960,27-10-2025,CANCELADO,STARKEN,,ARAUCANIA,LAUTARO,28900,,7990,6842.5,0,27-10-2025,,"Moda, Belleza, Otro"
4461851,26-10-2025,DEVOLUCION,STARKEN,256046222,METROPOLITANA DE SANTIAGO,CERRO NAVIA,28900,,7990,5474,5474,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4461752,26-10-2025,ENTREGADO,STARKEN,256046212,METROPOLITANA DE SANTIAGO,LAMPA,43350,21420,15980,5950,0,28-10-2025,,"Moda, Belleza, Otro"
4461643,26-10-2025,ENTREGADO,STARKEN,256046236,METROPOLITANA DE SANTIAGO,LA FLORIDA,20990,11616,3900,5474,0,27-10-2025,,"Cocina, Hogar, Otro"
4461003,26-10-2025,DEVOLUCION,STARKEN,256297257,LIBERTADOR GENERAL BERNARDO O`HIGGINS,LAS CABRAS,26990,,7000,8092,8092,30-10-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4460823,26-10-2025,DEVOLUCION,STARKEN,256223989,ARAUCANIA,NUEVA IMPERIAL,40485,,14000,6842.5,6842.5,29-10-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4460428,26-10-2025,DEVOLUCION,STARKEN,256046333,VALPARAISO,VALPARAISO,20990,,3900,6426,6426,27-10-2025,NO SE UBICA DESTINATARIO,"Cocina, Hogar, Otro"
4460176,26-10-2025,ENTREGADO,STARKEN,256046351,ARAUCANIA,TEMUCO,20990,10247.5,3900,6842.5,0,27-10-2025,,"Cocina, Hogar, Otro"
4459517,26-10-2025,DEVOLUCION,STARKEN,256046397,METROPOLITANA DE SANTIAGO,SANTIAGO,28900,,7990,5474,5474,28-10-2025,NO SE UBICA DESTINATARIO,"Moda, Belleza, Otro"
4459190,26-10-2025,CANCELADO,STARKEN,,ATACAMA,COPIAPO,20990,,3900,6783,0,26-10-2025,,"Cocina, Hogar, Otro"
4459174,26-10-2025,ENTREGADO,STARKEN,256046503,ATACAMA,COPIAPO,20990,10307,3900,6783,0,27-10-2025,,"Cocina, Hogar, Otro"
4458939,26-10-2025,ENTREGADO,STARKEN,256046541,ANTOFAGASTA,CALAMA,28900,13651,7990,7259,0,28-10-2025,,"Moda, Belleza, Otro"
4458805,26-10-2025,CANCELADO,STARKEN,,ANTOFAGASTA,CALAMA,43350,,15980,7259,0,26-10-2025,,"Moda, Belleza, Otro"
4458017,26-10-2025,ENTREGADO,STARKEN,256046572,ÑUBLE,SAN CARLOS,43350,20527.5,15980,6842.5,0,28-10-2025,,"Moda, Belleza, Otro"
4457058,26-10-2025,DEVOLUCION,STARKEN,256297270,VALPARAISO,CABILDO,26990,,7000,7092.4,7092.4,30-10-2025,RECHAZADO POR CLIENTE,"Salud, Bienestar"
4456146,26-10-2025,DEVOLUCION,STARKEN,256047158,METROPOLITANA DE SANTIAGO,BUIN,43350,,15980,5950,5950,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4456143,26-10-2025,DEVOLUCION,STARKEN,256047185,ATACAMA,ALTO DEL CARMEN,28900,,7990,7520.8,7520.8,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4456062,26-10-2025,ENTREGADO,STARKEN,256047210,ANTOFAGASTA,MARIA ELENA,28900,11568.5,7990,9341.5,0,28-10-2025,,"Moda, Belleza, Otro"
4455050,26-10-2025,ENTREGADO,STARKEN,256047302,LIBERTADOR GENERAL BERNARDO O`HIGGINS,CHIMBARONGO,28900,13817.6,7990,7092.4,0,28-10-2025,,"Moda, Belleza, Otro"
4454961,26-10-2025,ENTREGADO,STARKEN,256063073,ANTOFAGASTA,ANTOFAGASTA,26990,12731,7000,7259,0,27-10-2025,,"Salud, Bienestar"
4454777,26-10-2025,DEVOLUCION,STARKEN,256047331,METROPOLITANA DE SANTIAGO,PENAFLOR,43350,,15980,5950,5950,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4454612,26-10-2025,ENTREGADO,BLUE,2139449830,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN VICENTE,28900,13379.86,7990,7530.14,0,28-10-2025,,"Moda, Belleza, Otro"
4453946,25-10-2025,DEVOLUCION,STARKEN,256047447,METROPOLITANA DE SANTIAGO,LA FLORIDA,28900,,7990,5474,5474,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4453707,25-10-2025,DEVOLUCION,STARKEN,256047516,ANTOFAGASTA,ANTOFAGASTA,28900,,7990,7259,7259,28-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4453652,25-10-2025,ENTREGADO,STARKEN,256047541,LOS RIOS,VALDIVIA,28900,14067.5,7990,6842.5,0,28-10-2025,,"Moda, Belleza, Otro"
4453631,25-10-2025,ENTREGADO,STARKEN,256047558,LOS RIOS,VALDIVIA,43350,20527.5,15980,6842.5,0,28-10-2025,,"Moda, Belleza, Otro"
4452606,25-10-2025,ENTREGADO,STARKEN,256047589,ÑUBLE,SAN CARLOS,28900,14067.5,7990,6842.5,0,28-10-2025,,"Moda, Belleza, Otro"
4452426,25-10-2025,ENTREGADO,STARKEN,256047620,ATACAMA,COPIAPO,28900,14127,7990,6783,0,28-10-2025,,"Moda, Belleza, Otro"
4448591,25-10-2025,ENTREGADO,STARKEN,255971266,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN FERNANDO,28900,14484,7990,6426,0,28-10-2025,,"Moda, Belleza, Otro"
4447421,25-10-2025,ENTREGADO,STARKEN,255971271,LOS LAGOS,CASTRO,28900,14067.5,7990,6842.5,0,28-10-2025,,"Moda, Belleza, Otro"
4446953,24-10-2025,ENTREGADO,STARKEN,255971293,ARAUCANIA,TEMUCO,20990,10247.5,3900,6842.5,0,27-10-2025,,"Cocina, Hogar, Otro"
4446433,24-10-2025,CANCELADO,STARKEN,,MAULE,CURICO,43350,,15980,6842.5,0,29-10-2025,,"Moda, Belleza, Otro"
4446155,24-10-2025,ENTREGADO,STARKEN,255971277,MAULE,PELLUHUE,28900,13317.8,7990,7592.2,0,28-10-2025,,"Moda, Belleza, Otro"
4443078,24-10-2025,DEVOLUCION,STARKEN,255971339,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,20990,,3900,5474,5474,27-10-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar, Otro"
4442508,24-10-2025,CANCELADO,STARKEN,,ANTOFAGASTA,ANTOFAGASTA,57800,,23970,7259,0,29-10-2025,,"Moda, Belleza, Otro"
4442443,24-10-2025,ENTREGADO,STARKEN,255971358,ANTOFAGASTA,CALAMA,57800,26571,23970,7259,0,28-10-2025,,"Moda, Belleza, Otro"
4442268,24-10-2025,CANCELADO,BLUE,,METROPOLITANA DE SANTIAGO,EL BOSQUE,28900,,7990,5785.54,0,24-10-2025,,"Moda, Belleza, Otro"
4440497,24-10-2025,DEVOLUCION,STARKEN,255971363,VALPARAISO,PUTAENDO,20990,,3900,7092.4,7092.4,27-10-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar, Otro"
4439966,23-10-2025,ENTREGADO,STARKEN,255971384,VALPARAISO,LA LIGUA,28900,14484,7990,6426,0,29-10-2025,,"Moda, Belleza, Otro"
4439249,23-10-2025,DEVOLUCION,STARKEN,255971388,ANTOFAGASTA,CALAMA,28900,,7990,7259,7259,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4438783,23-10-2025,ENTREGADO,BLUE,2138346442,BIO - BIO,CANETE,20990,7062.23,3900,10027.77,0,25-10-2025,,"Cocina, Hogar, Otro"
4436763,23-10-2025,ENTREGADO,STARKEN,255908129,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,20990,11616,3900,5474,0,24-10-2025,,"Cocina, Hogar, Otro"
4435161,23-10-2025,ENTREGADO,STARKEN,255908215,MAULE,CURICO,28900,14067.5,7990,6842.5,0,30-10-2025,,"Moda, Belleza, Otro"
4434828,23-10-2025,ENTREGADO,STARKEN,255908254,MAULE,CAUQUENES,20990,10247.5,3900,6842.5,0,24-10-2025,,"Cocina, Hogar, Otro"
4433075,23-10-2025,DEVOLUCION,STARKEN,255908345,LIBERTADOR GENERAL BERNARDO O`HIGGINS,CHIMBARONGO,28900,,7990,7092.4,7092.4,30-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4431248,22-10-2025,RECHAZADO,BLUE,2137127812,ATACAMA,EL SALVADOR,28900,,7990,10391.91,0,28-10-2025,,"Moda, Belleza, Otro"
4429933,22-10-2025,ENTREGADO,STARKEN,255838048,ANTOFAGASTA,CALAMA,28900,13651,7990,7259,0,23-10-2025,,"Moda, Belleza, Otro"
4428538,22-10-2025,ENTREGADO,STARKEN,255838148,ÑUBLE,CHILLAN,20990,10247.5,3900,6842.5,0,23-10-2025,,"Cocina, Hogar, Otro"
4427621,22-10-2025,RECHAZADO,STARKEN,255838129,LIBERTADOR GENERAL BERNARDO O`HIGGINS,RANCAGUA,43350,,15980,6426,0,28-10-2025,,"Moda, Belleza, Otro"
4425361,22-10-2025,RECHAZADO,STARKEN,255752873,ANTOFAGASTA,CALAMA,28900,,7990,7259,0,28-10-2025,,"Moda, Belleza, Otro"
4424744,22-10-2025,ENTREGADO,STARKEN,255838269,ANTOFAGASTA,CALAMA,28900,13651,7990,7259,0,23-10-2025,,"Moda, Belleza, Otro"
4424329,22-10-2025,DEVOLUCION,BLUE,2136384784,LIBERTADOR GENERAL BERNARDO O`HIGGINS,PLACILLA,26900,,5000,7530.14,7530.14,22-10-2025,,"Belleza, Salud"
4424313,22-10-2025,DEVOLUCION,STARKEN,255752980,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,26900,,5000,5474,5474,22-10-2025,RECHAZADO POR CLIENTE,"Belleza, Salud"
4423936,22-10-2025,ENTREGADO,STARKEN,255752928,ANTOFAGASTA,ANTOFAGASTA,20990,9831,3900,7259,0,22-10-2025,,"Cocina, Hogar, Otro"
4423752,22-10-2025,ENTREGADO,STARKEN,255752955,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,28900,15436,7990,5474,0,23-10-2025,,"Moda, Belleza, Otro"
4423744,22-10-2025,DEVOLUCION,VELOCES,V4001708427,METROPOLITANA DE SANTIAGO,PUENTE ALTO,57477,,26000,5355,0,27-10-2025,El cliente se niega a recibir,Hogar
4423132,21-10-2025,ENTREGADO,BLUE,2136384633,ÑUBLE,CHILLAN VIEJO,28900,13182.38,7990,7727.62,0,22-10-2025,,"Moda, Belleza, Otro"
4422843,21-10-2025,DEVOLUCION,STARKEN,255752967,METROPOLITANA DE SANTIAGO,HUECHURABA,43350,,15980,5474,5474,22-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4420906,21-10-2025,ENTREGADO,STARKEN,255753043,MAULE,CAUQUENES,43350,20527.5,15980,6842.5,0,22-10-2025,,"Moda, Belleza, Otro"
4420720,21-10-2025,DEVOLUCION,STARKEN,256205408,METROPOLITANA DE SANTIAGO,LAMPA,20990,,3900,5950,5950,29-10-2025,RECHAZADO POR CLIENTE,"Cocina, Hogar, Otro"
4420580,21-10-2025,DEVOLUCION,STARKEN,255838325,ANTOFAGASTA,CALAMA,28900,,7990,7259,7259,23-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4420317,21-10-2025,ENTREGADO,STARKEN,255753084,ANTOFAGASTA,TALTAL,20990,7748.5,3900,9341.5,0,22-10-2025,,"Cocina, Hogar, Otro"
4419643,21-10-2025,ENTREGADO,STARKEN,255753810,ANTOFAGASTA,CALAMA,26900,14641,5000,7259,0,22-10-2025,,"Belleza, Salud"
4417482,21-10-2025,CANCELADO,STARKEN,,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN FERNANDO,43350,,15980,6426,0,21-10-2025,,"Moda, Belleza, Otro"
4417111,21-10-2025,ENTREGADO,STARKEN,255678463,LIBERTADOR GENERAL BERNARDO O`HIGGINS,PICHILEMU,43350,19278,15980,8092,0,21-10-2025,,"Moda, Belleza, Otro"
4416773,21-10-2025,DEVOLUCION,STARKEN,255678480,METROPOLITANA DE SANTIAGO,LA FLORIDA,28900,,7990,5474,5474,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4416064,20-10-2025,CERRADO CON PROBLEMA CONTACTAR CON EJECUTIVO,STARKEN,255678549,ANTOFAGASTA,ANTOFAGASTA,28900,,7990,7259,0,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4415220,20-10-2025,ENTREGADO,STARKEN,255678603,ANTOFAGASTA,ANTOFAGASTA,28900,13651,7990,7259,0,21-10-2025,,"Moda, Belleza, Otro"
4413728,20-10-2025,ENTREGADO,STARKEN,255678753,LIBERTADOR GENERAL BERNARDO O`HIGGINS,SAN FERNANDO,28900,14484,7990,6426,0,21-10-2025,,"Moda, Belleza, Otro"
4412584,20-10-2025,DEVOLUCION,STARKEN,255908410,ANTOFAGASTA,ANTOFAGASTA,57800,,23970,7259,7259,27-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4411920,20-10-2025,CANCELADO,STARKEN,,LOS LAGOS,OSORNO,34350,,5700,6842.5,0,20-10-2025,,"Tecnología, Salud"
4411668,20-10-2025,DEVOLUCION,STARKEN,255626051,LOS LAGOS,OSORNO,22900,,2850,6842.5,6842.5,22-10-2025,RECHAZADO POR CLIENTE,"Tecnología, Salud"
4409690,20-10-2025,ENTREGADO,STARKEN,255678998,BIO - BIO,ANTUCO,43350,18647.3,15980,8722.7,0,21-10-2025,,"Moda, Belleza, Otro"
4408983,20-10-2025,ENTREGADO,STARKEN,255577962,METROPOLITANA DE SANTIAGO,BUIN,37485,18535,13000,5950,0,20-10-2025,,Hogar
4408840,20-10-2025,DEVOLUCION,STARKEN,255584413,ATACAMA,VALLENAR,43350,,15980,7520.8,7520.8,21-10-2025,,"Moda, Belleza, Otro"
4408720,20-10-2025,DEVOLUCION,STARKEN,255584442,METROPOLITANA DE SANTIAGO,SAN BERNARDO,28900,,7990,5474,5474,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4408268,20-10-2025,ENTREGADO,STARKEN,255584499,METROPOLITANA DE SANTIAGO,CERRO NAVIA,28900,15436,7990,5474,0,21-10-2025,,"Moda, Belleza, Otro"
4408264,20-10-2025,CANCELADO,STARKEN,,METROPOLITANA DE SANTIAGO,CERRO NAVIA,43350,,15980,5474,0,20-10-2025,,"Moda, Belleza, Otro"
4407994,20-10-2025,DEVOLUCION,STARKEN,255584520,METROPOLITANA DE SANTIAGO,LAS CONDES,28900,,7990,5474,5474,21-10-2025,,"Moda, Belleza, Otro"
4407988,20-10-2025,ENTREGADO,STARKEN,255580034,VALPARAISO,VILLA ALEMANA,28900,13484,8990,6426,0,21-10-2025,,"Moda, Belleza"
4407371,19-10-2025,DEVOLUCION,STARKEN,255615456,METROPOLITANA DE SANTIAGO,MELIPILLA,34350,,5700,6664,6664,23-10-2025,RECHAZADO POR CLIENTE,"Tecnología, Salud"
4406806,19-10-2025,RECHAZADO,STARKEN,,LOS LAGOS,ANCUD,43350,,15980,6842.5,0,25-11-2025,,"Moda, Belleza, Otro"
4406551,19-10-2025,ENTREGADO,STARKEN,255584616,ANTOFAGASTA,CALAMA,43350,20111,15980,7259,0,21-10-2025,,"Moda, Belleza, Otro"
4405175,19-10-2025,ENTREGADO,STARKEN,255584755,METROPOLITANA DE SANTIAGO,MAIPU,28900,15436,7990,5474,0,21-10-2025,,"Moda, Belleza, Otro"
4404106,19-10-2025,DEVOLUCION,STARKEN,255584832,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,28900,,7990,5474,5474,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4403594,19-10-2025,ENTREGADO,STARKEN,255584908,COQUIMBO,SALAMANCA,28900,13389.2,7990,7520.8,0,21-10-2025,,"Moda, Belleza, Otro"
4402143,19-10-2025,ENTREGADO,STARKEN,255585117,ANTOFAGASTA,ANTOFAGASTA,28900,13651,7990,7259,0,21-10-2025,,"Moda, Belleza, Otro"
4401364,19-10-2025,ENTREGADO,STARKEN,255585222,COQUIMBO,SALAMANCA,28900,13389.2,7990,7520.8,0,21-10-2025,,"Moda, Belleza, Otro"
4400876,19-10-2025,ENTREGADO,STARKEN,255582327,METROPOLITANA DE SANTIAGO,MAIPU,28900,14436,8990,5474,0,21-10-2025,,"Moda, Belleza"
4400082,18-10-2025,DEVOLUCION,STARKEN,255582627,METROPOLITANA DE SANTIAGO,HUECHURABA,28900,,8990,5474,5474,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza"
4399760,18-10-2025,DEVOLUCION,STARKEN,255585297,ANTOFAGASTA,ANTOFAGASTA,43350,,15980,7259,7259,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4398060,18-10-2025,ENTREGADO,STARKEN,255585893,VALPARAISO,QUILLOTA,37485,18059,13000,6426,0,20-10-2025,,Hogar
4398011,18-10-2025,DEVOLUCION,STARKEN,255585401,METROPOLITANA DE SANTIAGO,LA FLORIDA,28900,,7990,5474,5474,21-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4396608,18-10-2025,ENTREGADO,STARKEN,255587805,ANTOFAGASTA,MEJILLONES,24990,9148.5,6500,9341.5,0,21-10-2025,,Hogar
4396121,18-10-2025,CANCELADO,STARKEN,,VALPARAISO,QUILLOTA,24990,,6500,6426,0,18-10-2025,,Hogar
4395119,18-10-2025,ENTREGADO,STARKEN,255588503,METROPOLITANA DE SANTIAGO,ESTACION CENTRAL,24900,15926,3500,5474,0,20-10-2025,,"Belleza, Salud"
4393488,18-10-2025,ENTREGADO,STARKEN,255543370,LOS LAGOS,OSORNO,22900,13207.5,2850,6842.5,0,21-10-2025,,"Tecnología, Salud"
4393088,17-10-2025,DEVOLUCION,BLUE,2134929510,COQUIMBO,OVALLE,28900,,7990,7727.62,7727.62,20-10-2025,DESTINATARIO RECHAZA ENTREGA,"Moda, Belleza, Otro"
4392998,17-10-2025,ENTREGADO,BLUE,2134926953,ANTOFAGASTA,ANTOFAGASTA,43350,16914.1,17980,8455.9,0,20-10-2025,,"Moda, Belleza"
4392690,17-10-2025,ENTREGADO,BLUE,2134929602,MAULE,VICHUQUEN,28900,11610.51,7990,9299.49,0,20-10-2025,,"Moda, Belleza, Otro"
4390301,17-10-2025,ENTREGADO,STARKEN,255516716,METROPOLITANA DE SANTIAGO,RENCA,43350,21896,15980,5474,0,20-10-2025,,"Moda, Belleza, Otro"
4386103,17-10-2025,DEVOLUCION,STARKEN,255451053,ANTOFAGASTA,ANTOFAGASTA,57800,,23970,7259,7259,17-10-2025,RECHAZADO POR CLIENTE,"Moda, Belleza, Otro"
4385489,16-10-2025,ENTREGADO,STARKEN,255517795,LOS LAGOS,PUERTO MONTT,28900,13067.5,8990,6842.5,0,20-10-2025,DIRECCION INCORRECTA,"Moda, Belleza"
